Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	freq
ENSG00000123338	TCGA-BLCA	NCKAP1L	0	0	0	0	5
ENSG00000205581	TCGA-PRAD	HMGN1	0	0	0	0	5
ENSG00000163814	TCGA-LUAD	CDCP1	0	0	0	0	5
ENSG00000118242	TCGA-PRAD	MREG	0	0	0	0	5
ENSG00000188452	TCGA-LUAD	CERKL	0	0	0	0	5
ENSG00000160293	TCGA-LUAD	VAV2	0	0	0	0	5
ENSG00000129219	TCGA-LUAD	PLD2	0	0	0	0	5
ENSG00000232838	TCGA-LUAD	PET117	0	0	0	0	5
ENSG00000100479	TCGA-LUAD	POLE2	0	0	0	0	5
ENSG00000147571	TCGA-LUAD	CRH	0	0	0	0	5
ENSG00000153815	TCGA-LUAD	CMIP	0	0	0	0	5
ENSG00000119514	TCGA-LUAD	GALNT12	0	0	0	0	5
ENSG00000205683	TCGA-LUAD	DPF3	0	0	0	0	5
ENSG00000091640	TCGA-LUAD	SPAG7	0	0	0	0	5
ENSG00000183473	TCGA-SKCM	SSTR3	0	0	0	0	5
ENSG00000105229	TCGA-LUSC	PIAS4	0	0	0	0	5
ENSG00000158813	TCGA-LGG	EDA	0	0	0	0	5
ENSG00000113552	TCGA-BRCA	GNPDA1	0	0	0	0	5
ENSG00000147853	TCGA-LUSC	AK3	0	0	0	0	5
ENSG00000198131	TCGA-BRCA	ZNF544	0	0	0	0	5
ENSG00000204444	TCGA-HNSC	APOM	0	0	0	0	5
ENSG00000110484	TCGA-BRCA	SCGB2A2	0	0	0	0	5
ENSG00000111834	TCGA-THCA	RSPH4A	0	0	0	0	5
ENSG00000121481	TCGA-BRCA	RNF2	0	0	0	0	5
ENSG00000155542	TCGA-BRCA	SETD9	0	0	0	0	5
ENSG00000154102	TCGA-LIHC	C16orf74	0	0	0	0	5
ENSG00000153563	TCGA-THCA	CD8A	0	0	0	0	5
ENSG00000162104	TCGA-BRCA	ADCY9	0	0	0	0	5
ENSG00000214944	TCGA-HNSC	ARHGEF28	0	0	0	0	5
ENSG00000137040	TCGA-LUSC	RANBP6	0	0	0	0	5
ENSG00000171621	TCGA-LUSC	SPSB1	0	0	0	0	5
ENSG00000168925	TCGA-BRCA	CTRB1	0	0	0	0	5
ENSG00000164512	TCGA-BRCA	ANKRD55	0	0	0	0	5
ENSG00000183019	TCGA-BRCA	C19orf59	0	0	0	0	5
ENSG00000163563	TCGA-BRCA	MNDA	0	0	0	0	5
ENSG00000169313	TCGA-BRCA	P2RY12	0	0	0	0	5
ENSG00000117983	TCGA-THCA	MUC5B	0	0	0	0	5
ENSG00000196369	TCGA-LUSC	SRGAP2B	0	0	0	0	5
ENSG00000114204	TCGA-LUSC	SERPINI2	0	0	0	0	5
ENSG00000089916	TCGA-THCA	GPATCH2L	0	0	0	0	5
ENSG00000121310	TCGA-BRCA	ECHDC2	0	0	0	0	5
ENSG00000187257	TCGA-LUSC	RSBN1L	0	0	0	0	5
ENSG00000114786	TCGA-PRAD	ABHD14A-ACY1	0	0	0	0	5
ENSG00000182379	TCGA-HNSC	NXPH4	0	0	0	0	5
ENSG00000115183	TCGA-BRCA	TANC1	0	0	0	0	5
ENSG00000105583	TCGA-BRCA	WDR83OS	0	0	0	0	5
ENSG00000055732	TCGA-THCA	MCOLN3	0	0	0	0	5
ENSG00000092094	TCGA-PRAD	OSGEP	0	0	0	0	5
ENSG00000133169	TCGA-BRCA	BEX1	0	0	0	0	5
ENSG00000240204	TCGA-BRCA	SMKR1	0	0	0	0	5
ENSG00000197982	TCGA-BRCA	C1orf122	0	0	0	0	5
ENSG00000156510	TCGA-BRCA	HKDC1	0	0	0	0	5
ENSG00000151948	TCGA-BRCA	GLT1D1	0	0	0	0	5
ENSG00000181788	TCGA-PRAD	SIAH2	0	0	0	0	5
ENSG00000185947	TCGA-LIHC	ZNF267	0	0	0	0	5
ENSG00000090686	TCGA-LUSC	USP48	0	0	0	0	5
ENSG00000131931	TCGA-BRCA	THAP1	0	0	0	0	5
ENSG00000097021	TCGA-THCA	ACOT7	0	0	0	0	5
ENSG00000171403	TCGA-BRCA	KRT9	0	0	0	0	5
ENSG00000152910	TCGA-THCA	CNTNAP4	0	0	0	0	5
ENSG00000248746	TCGA-HNSC	ACTN3	0	0	0	0	5
ENSG00000163738	TCGA-BRCA	MTHFD2L	0	0	0	0	5
ENSG00000167536	TCGA-BRCA	DHRS13	0	0	0	0	5
ENSG00000131467	TCGA-BRCA	PSME3	0	0	0	0	5
ENSG00000204918	TCGA-THCA	PRR20B	0	0	0	0	5
ENSG00000230989	TCGA-THCA	HSBP1	0	0	0	0	5
ENSG00000089199	TCGA-THCA	CHGB	0	0	0	0	5
ENSG00000107551	TCGA-LAML	RASSF4	0	0	0	0	5
ENSG00000149131	TCGA-BRCA	SERPING1	0	0	0	0	5
ENSG00000204611	TCGA-LUSC	ZNF616	0	0	0	0	5
ENSG00000172014	TCGA-BRCA	ANKRD20A4	0	0	0	0	5
ENSG00000135587	TCGA-HNSC	SMPD2	0	0	0	0	5
ENSG00000165078	TCGA-BRCA	CPA6	0	0	0	0	5
ENSG00000162526	TCGA-LUSC	TSSK3	0	0	0	0	5
ENSG00000175602	TCGA-HNSC	CCDC85B	0	0	0	0	5
ENSG00000169895	TCGA-PRAD	SYAP1	0	0	0	0	5
ENSG00000075886	TCGA-LAML	TUBA3D	0	0	0	0	5
ENSG00000015568	TCGA-BRCA	RGPD5	0	0	0	0	5
ENSG00000174851	TCGA-LUSC	YIF1A	0	0	0	0	5
ENSG00000171307	TCGA-LIHC	ZDHHC16	0	0	0	0	5
ENSG00000183960	TCGA-LUSC	KCNH8	0	0	0	0	5
ENSG00000170956	TCGA-BRCA	CEACAM3	0	0	0	0	5
ENSG00000174527	TCGA-BRCA	MYO1H	0	0	0	0	5
ENSG00000277836	TCGA-BRCA	AC141272.1	0	0	0	0	5
ENSG00000139567	TCGA-LUSC	ACVRL1	0	0	0	0	5
ENSG00000177728	TCGA-THCA	KIAA0195	0	0	0	0	5
ENSG00000156804	TCGA-HNSC	FBXO32	0	0	0	0	5
ENSG00000150722	TCGA-LUSC	PPP1R1C	0	0	0	0	5
ENSG00000205186	TCGA-LUSC	FABP9	0	0	0	0	5
ENSG00000100036	TCGA-BRCA	SLC35E4	0	0	0	0	5
ENSG00000204897	TCGA-BRCA	KRT25	0	0	0	0	5
ENSG00000154493	TCGA-THCA	C10orf90	0	0	0	0	5
ENSG00000171346	TCGA-LUSC	KRT15	0	0	0	0	5
ENSG00000053254	TCGA-LUSC	FOXN3	0	0	0	0	5
ENSG00000154813	TCGA-BRCA	DPH3	0	0	0	0	5
ENSG00000162437	TCGA-THCA	RAVER2	0	0	0	0	5
ENSG00000173581	TCGA-LUSC	CCDC106	0	0	0	0	5
ENSG00000124659	TCGA-BRCA	TBCC	0	0	0	0	5
ENSG00000174840	TCGA-LGG	PDE12	0	0	0	0	5
ENSG00000119969	TCGA-LUSC	HELLS	0	0	0	0	5
ENSG00000125775	TCGA-LUSC	SDCBP2	0	0	0	0	5
ENSG00000166598	TCGA-HNSC	HSP90B1	0	0	0	0	5
ENSG00000205403	TCGA-BRCA	CFI	0	0	0	0	5
ENSG00000138381	TCGA-LUSC	ASNSD1	0	0	0	0	5
ENSG00000197965	TCGA-BRCA	MPZL1	0	0	0	0	5
ENSG00000149506	TCGA-BRCA	ZP1	0	0	0	0	5
ENSG00000157343	TCGA-BRCA	ARMC12	0	0	0	0	5
ENSG00000180353	TCGA-LUSC	HCLS1	0	0	0	0	5
ENSG00000011007	TCGA-LGG	TCEB3	0	0	0	0	5
ENSG00000154723	TCGA-LAML	ATP5J	0	0	0	0	5
ENSG00000168096	TCGA-LUSC	ANKS3	0	0	0	0	5
ENSG00000178078	TCGA-PRAD	STAP2	0	0	0	0	5
ENSG00000183808	TCGA-BRCA	RBM12B	0	0	0	0	5
ENSG00000123575	TCGA-HNSC	FAM199X	0	0	0	0	5
ENSG00000022976	TCGA-BRCA	ZNF839	0	0	0	0	5
ENSG00000087053	TCGA-LGG	MTMR2	0	0	0	0	5
ENSG00000114439	TCGA-LAML	BBX	0	0	0	0	5
ENSG00000175793	TCGA-CESC	SFN	0	0	0	0	5
ENSG00000153179	TCGA-LGG	RASSF3	0	0	0	0	5
ENSG00000103549	TCGA-CESC	RNF40	0	0	0	0	5
ENSG00000198398	TCGA-LGG	TMEM207	0	0	0	0	5
ENSG00000134253	TCGA-PRAD	TRIM45	0	0	0	0	5
ENSG00000146872	TCGA-LUSC	TLK2	0	0	0	0	5
ENSG00000163206	TCGA-BRCA	SMCP	0	0	0	0	5
ENSG00000106367	TCGA-CESC	AP1S1	0	0	0	0	5
ENSG00000108528	TCGA-LUSC	SLC25A11	0	0	0	0	5
ENSG00000188342	TCGA-LUSC	GTF2F2	0	0	0	0	5
ENSG00000278463	TCGA-LUSC	H2AC4	0	0	0	0	5
ENSG00000204501	TCGA-CESC	PRAMEF9	0	0	0	0	5
ENSG00000112655	TCGA-CESC	PTK7	0	0	0	0	5
ENSG00000230347	TCGA-LUSC	CT47A8	0	0	0	0	5
ENSG00000172155	TCGA-LGG	LCE1D	0	0	0	0	5
ENSG00000115828	TCGA-LGG	QPCT	0	0	0	0	5
ENSG00000119203	TCGA-LUSC	CPSF3	0	0	0	0	5
ENSG00000169223	TCGA-LIHC	LMAN2	0	0	0	0	5
ENSG00000121377	TCGA-LIHC	TAS2R7	0	0	0	0	5
ENSG00000149428	TCGA-LUSC	HYOU1	0	0	0	0	5
ENSG00000159248	TCGA-THCA	GJD2	0	0	0	0	5
ENSG00000027075	TCGA-LUSC	PRKCH	0	0	0	0	5
ENSG00000106305	TCGA-LUSC	AIMP2	0	0	0	0	5
ENSG00000133812	TCGA-LUSC	SBF2	0	0	0	0	5
ENSG00000108963	TCGA-BRCA	DPH1	0	0	0	0	5
ENSG00000112118	TCGA-THCA	MCM3	0	0	0	0	5
ENSG00000256525	TCGA-THCA	POLG2	0	0	0	0	5
ENSG00000013561	TCGA-LUSC	RNF14	0	0	0	0	5
ENSG00000169105	TCGA-LUSC	CHST14	0	0	0	0	5
ENSG00000203710	TCGA-LAML	CR1	1	1	0	0	5
ENSG00000187145	TCGA-LUSC	MRPS21	0	0	0	0	5
ENSG00000157349	TCGA-BRCA	DDX19B	0	0	0	0	5
ENSG00000112936	TCGA-THCA	C7	0	0	0	0	5
ENSG00000101347	TCGA-BRCA	SAMHD1	0	0	0	0	5
ENSG00000182240	TCGA-THCA	BACE2	0	0	0	0	5
ENSG00000169876	TCGA-HNSC	MUC17	0	0	0	0	5
ENSG00000086717	TCGA-BRCA	PPEF1	0	0	0	0	5
ENSG00000226929	TCGA-LUSC	CT47A11	0	0	0	0	5
ENSG00000184445	TCGA-THCA	KNTC1	0	0	0	0	5
ENSG00000166428	TCGA-THCA	PLD4	0	0	0	0	5
ENSG00000173801	TCGA-HNSC	JUP	0	0	0	0	5
ENSG00000180658	TCGA-BRCA	OR2A4	0	0	0	0	5
ENSG00000100319	TCGA-HNSC	ZMAT5	0	0	0	0	5
ENSG00000197249	TCGA-LUSC	SERPINA1	0	0	0	0	5
ENSG00000124227	TCGA-BRCA	ANKRD60	0	0	0	0	5
ENSG00000152382	TCGA-THCA	TADA1	0	0	0	0	5
ENSG00000183520	TCGA-THCA	UTP11L	0	0	0	0	5
ENSG00000101638	TCGA-BRCA	ST8SIA5	0	0	0	0	5
ENSG00000184343	TCGA-HNSC	SRPK3	0	0	0	0	5
ENSG00000126067	TCGA-BRCA	PSMB2	0	0	0	0	5
ENSG00000104415	TCGA-PRAD	WISP1	0	0	0	0	5
ENSG00000008441	TCGA-THCA	NFIX	0	0	0	0	5
ENSG00000165102	TCGA-BRCA	HGSNAT	0	0	0	0	5
ENSG00000182247	TCGA-BRCA	UBE2E2	0	0	0	0	5
ENSG00000138079	TCGA-PRAD	SLC3A1	0	0	0	0	5
ENSG00000197362	TCGA-BRCA	ZNF786	0	0	0	0	5
ENSG00000144834	TCGA-LUSC	TAGLN3	0	0	0	0	5
ENSG00000179772	TCGA-PAAD	FOXS1	0	0	0	0	5
ENSG00000003137	TCGA-STAD	CYP26B1	0	0	0	0	5
ENSG00000102401	TCGA-OV	ARMCX3	0	0	0	0	5
ENSG00000127578	TCGA-STAD	WFIKKN1	0	0	0	0	5
ENSG00000090238	TCGA-STAD	YPEL3	0	0	0	0	5
ENSG00000111713	TCGA-OV	GYS2	0	0	0	0	5
ENSG00000053770	TCGA-GBM	AP5M1	0	0	0	0	5
ENSG00000148730	TCGA-STAD	EIF4EBP2	0	0	0	0	5
ENSG00000188306	TCGA-STAD	LRRIQ4	0	0	0	0	5
ENSG00000100987	TCGA-OV	VSX1	0	0	0	0	5
ENSG00000181004	TCGA-STAD	BBS12	0	0	0	0	5
ENSG00000135624	TCGA-STAD	CCT7	0	0	0	0	5
ENSG00000049759	TCGA-STAD	NEDD4L	0	0	0	0	5
ENSG00000170191	TCGA-READ	NANP	0	0	0	0	5
ENSG00000242574	TCGA-OV	HLA-DMB	0	0	0	0	5
ENSG00000188243	TCGA-OV	COMMD6	0	0	0	0	5
ENSG00000161653	TCGA-OV	NAGS	0	0	0	0	5
ENSG00000217128	TCGA-ESCA	FNIP1	0	0	0	0	5
ENSG00000232629	TCGA-ESCA	HLA-DQB2	0	0	0	0	5
ENSG00000143924	TCGA-ESCA	EML4	1	1	0	0	5
ENSG00000090971	TCGA-ESCA	NAT14	0	0	0	0	5
ENSG00000214102	TCGA-OV	WEE2	0	0	0	0	5
ENSG00000124302	TCGA-OV	CHST8	0	0	0	0	5
ENSG00000107020	TCGA-ESCA	PLGRKT	0	0	0	0	5
ENSG00000177156	TCGA-ESCA	TALDO1	0	0	0	0	5
ENSG00000185187	TCGA-ESCA	SIGIRR	0	0	0	0	5
ENSG00000172772	TCGA-STAD	OR10W1	0	0	0	0	5
ENSG00000102081	TCGA-OV	FMR1	0	0	0	0	5
ENSG00000130766	TCGA-STAD	SESN2	0	0	0	0	5
ENSG00000151773	TCGA-GBM	CCDC122	0	0	0	0	5
ENSG00000108389	TCGA-STAD	MTMR4	0	0	0	0	5
ENSG00000172575	TCGA-GBM	RASGRP1	0	0	0	0	5
ENSG00000140199	TCGA-GBM	SLC12A6	0	0	0	0	5
ENSG00000143882	TCGA-GBM	ATP6V1C2	0	0	0	0	5
ENSG00000121211	TCGA-STAD	MND1	0	0	0	0	5
ENSG00000139343	TCGA-GBM	SNRPF	0	0	0	0	5
ENSG00000135972	TCGA-STAD	MRPS9	0	0	0	0	5
ENSG00000159496	TCGA-STAD	RGL4	0	0	0	0	5
ENSG00000175619	TCGA-OV	OR4B1	0	0	0	0	5
ENSG00000184517	TCGA-STAD	ZFP1	0	0	0	0	5
ENSG00000186306	TCGA-STAD	OR10T2	0	0	0	0	5
ENSG00000160796	TCGA-STAD	NBEAL2	0	0	0	0	5
ENSG00000188269	TCGA-OV	OR7A5	0	0	0	0	5
ENSG00000083812	TCGA-STAD	ZNF324	0	0	0	0	5
ENSG00000085231	TCGA-STAD	TAF9	0	0	0	0	5
ENSG00000136444	TCGA-GBM	RSAD1	0	0	0	0	5
ENSG00000145016	TCGA-STAD	KIAA0226	0	0	0	0	5
ENSG00000103051	TCGA-STAD	COG4	0	0	0	0	5
ENSG00000168778	TCGA-GBM	TCTN2	0	0	0	0	5
ENSG00000102572	TCGA-STAD	STK24	0	0	0	0	5
ENSG00000145014	TCGA-OV	TMEM44	0	0	0	0	5
ENSG00000106683	TCGA-STAD	LIMK1	0	0	0	0	5
ENSG00000166157	TCGA-STAD	TPTE	0	0	0	0	5
ENSG00000160284	TCGA-GBM	SPATC1L	0	0	0	0	5
ENSG00000163938	TCGA-OV	GNL3	0	0	0	0	5
ENSG00000114544	TCGA-ESCA	SLC41A3	0	0	0	0	5
ENSG00000160321	TCGA-ESCA	ZNF208	1	0	0	0	5
ENSG00000107554	TCGA-OV	DNMBP	0	0	0	0	5
ENSG00000182154	TCGA-KICH	MRPL41	0	0	0	0	5
ENSG00000214819	TCGA-KICH	CDRT15L2	0	0	0	0	5
ENSG00000244255	TCGA-KICH	CFB	0	0	0	0	5
ENSG00000131050	TCGA-KICH	BPIFA2	0	0	0	0	5
ENSG00000107185	TCGA-COAD	RGP1	0	0	0	0	5
ENSG00000168350	TCGA-KICH	DEGS2	0	0	0	0	5
ENSG00000145723	TCGA-OV	GIN1	0	0	0	0	5
ENSG00000184221	TCGA-UCEC	OLIG1	0	0	0	0	5
ENSG00000109320	TCGA-COAD	NFKB1	0	0	0	0	5
ENSG00000178096	TCGA-OV	BOLA1	0	0	0	0	5
ENSG00000188488	TCGA-OV	SERPINA5	0	0	0	0	5
ENSG00000170180	TCGA-KIRC	GYPA	0	0	0	0	5
ENSG00000107625	TCGA-OV	DDX50	0	0	0	0	5
ENSG00000171388	TCGA-COAD	APLN	0	0	0	0	5
ENSG00000152234	TCGA-LGG	ATP5A1	0	0	0	0	5
ENSG00000157103	TCGA-LGG	SLC6A1	0	0	0	0	5
ENSG00000084234	TCGA-OV	APLP2	0	0	0	0	5
ENSG00000196187	TCGA-LGG	TMEM63A	0	0	0	0	5
ENSG00000070610	TCGA-LGG	GBA2	0	0	0	0	5
ENSG00000196754	TCGA-COAD	S100A2	0	0	0	0	5
ENSG00000196705	TCGA-COAD	ZNF431	0	0	0	0	5
ENSG00000143028	TCGA-COAD	SYPL2	0	0	0	0	5
ENSG00000108839	TCGA-LGG	ALOX12	0	0	0	0	5
ENSG00000176945	TCGA-LGG	MUC20	0	0	0	0	5
ENSG00000056998	TCGA-KICH	GYG2	0	0	0	0	5
ENSG00000143387	TCGA-UCEC	CTSK	0	0	0	0	5
ENSG00000025708	TCGA-KICH	TYMP	0	0	0	0	5
ENSG00000169427	TCGA-KICH	KCNK9	0	0	0	0	5
ENSG00000180198	TCGA-ESCA	RCC1	0	0	0	0	5
ENSG00000004059	TCGA-OV	ARF5	0	0	0	0	5
ENSG00000169629	TCGA-OV	RGPD8	0	0	0	0	5
ENSG00000160460	TCGA-ESCA	SPTBN4	0	0	0	0	5
ENSG00000197256	TCGA-GBM	KANK2	0	0	0	0	5
ENSG00000167315	TCGA-OV	ACAA2	0	0	0	0	5
ENSG00000147065	TCGA-ESCA	MSN	1	1	0	0	5
ENSG00000205436	TCGA-ESCA	EXOC3L4	0	0	0	0	5
ENSG00000163904	TCGA-ESCA	SENP2	0	0	0	0	5
ENSG00000163682	TCGA-ESCA	RPL9	0	0	0	0	5
ENSG00000135220	TCGA-ESCA	UGT2A3	0	0	0	0	5
ENSG00000221986	TCGA-ESCA	MYBPHL	0	0	0	0	5
ENSG00000136754	TCGA-ESCA	ABI1	1	0	0	0	5
ENSG00000145824	TCGA-GBM	CXCL14	0	0	0	0	5
ENSG00000188676	TCGA-UCEC	IDO2	0	0	0	0	5
ENSG00000135569	TCGA-UCEC	TAAR5	0	0	0	0	5
ENSG00000160471	TCGA-PAAD	COX6B2	0	0	0	0	5
ENSG00000106537	TCGA-KICH	TSPAN13	0	0	0	0	5
ENSG00000152266	TCGA-KICH	PTH	0	0	0	0	5
ENSG00000127951	TCGA-KICH	FGL2	0	0	0	0	5
ENSG00000095319	TCGA-COAD	NUP188	0	0	0	0	5
ENSG00000162738	TCGA-COAD	VANGL2	0	0	0	0	5
ENSG00000087494	TCGA-COAD	PTHLH	0	0	0	0	5
ENSG00000152284	TCGA-STAD	TCF7L1	0	0	0	0	5
ENSG00000167653	TCGA-STAD	PSCA	0	0	0	0	5
ENSG00000163807	TCGA-LGG	KIAA1143	0	0	0	0	5
ENSG00000135828	TCGA-KIRC	RNASEL	0	0	0	0	5
ENSG00000040199	TCGA-OV	PHLPP2	0	0	0	0	5
ENSG00000100028	TCGA-OV	SNRPD3	0	0	0	0	5
ENSG00000109929	TCGA-OV	SC5D	0	0	0	0	5
ENSG00000170516	TCGA-OV	COX7B2	0	0	0	0	5
ENSG00000083544	TCGA-KIRC	TDRD3	0	0	0	0	5
ENSG00000173456	TCGA-KIRC	RNF26	0	0	0	0	5
ENSG00000198626	TCGA-OV	RYR2	0	0	0	0	5
ENSG00000275126	TCGA-KIRP	H4C13	0	0	0	0	5
ENSG00000086189	TCGA-KIRP	DIMT1	0	0	0	0	5
ENSG00000149932	TCGA-KIRC	TMEM219	0	0	0	0	5
ENSG00000135315	TCGA-OV	KIAA1009	0	0	0	0	5
ENSG00000103375	TCGA-OV	AQP8	0	0	0	0	5
ENSG00000182253	TCGA-OV	SYNM	0	0	0	0	5
ENSG00000185950	TCGA-KIRP	IRS2	0	0	0	0	5
ENSG00000100902	TCGA-OV	PSMA6	0	0	0	0	5
ENSG00000168209	TCGA-KIRP	DDIT4	0	0	0	0	5
ENSG00000175395	TCGA-OV	ZNF25	0	0	0	0	5
ENSG00000102043	TCGA-KIRP	MTMR8	0	0	0	0	5
ENSG00000242173	TCGA-OV	ARHGDIG	0	0	0	0	5
ENSG00000156675	TCGA-KIRP	RAB11FIP1	0	0	0	0	5
ENSG00000161281	TCGA-KIRP	COX7A1	0	0	0	0	5
ENSG00000147434	TCGA-KIRP	CHRNA6	0	0	0	0	5
ENSG00000143819	TCGA-KIRP	EPHX1	0	0	0	0	5
ENSG00000183576	TCGA-OV	SETD3	0	0	0	0	5
ENSG00000141576	TCGA-OV	RNF157	0	0	0	0	5
ENSG00000206073	TCGA-KIRC	SERPINB4	0	0	0	0	5
ENSG00000145982	TCGA-STAD	FARS2	0	0	0	0	5
ENSG00000155962	TCGA-OV	CLIC2	0	0	0	0	5
ENSG00000151414	TCGA-KIRC	NEK7	0	0	0	0	5
ENSG00000052723	TCGA-OV	SIKE1	0	0	0	0	5
ENSG00000215910	TCGA-KIRC	C1orf167	0	0	0	0	5
ENSG00000074603	TCGA-OV	DPP8	0	0	0	0	5
ENSG00000159388	TCGA-OV	BTG2	0	0	0	0	5
ENSG00000179695	TCGA-OV	OR6C2	0	0	0	0	5
ENSG00000159082	TCGA-OV	SYNJ1	0	0	0	0	5
ENSG00000172262	TCGA-KIRC	ZNF131	0	0	0	0	5
ENSG00000141698	TCGA-OV	NT5C3B	0	0	0	0	5
ENSG00000087263	TCGA-OV	OGFOD1	0	0	0	0	5
ENSG00000163104	TCGA-KIRC	SMARCAD1	0	0	0	0	5
ENSG00000243509	TCGA-OV	TNFRSF6B	0	0	0	0	5
ENSG00000112078	TCGA-KIRC	KCTD20	0	0	0	0	5
ENSG00000161860	TCGA-KIRC	SYCE2	0	0	0	0	5
ENSG00000197599	TCGA-OV	CCDC154	0	0	0	0	5
ENSG00000107404	TCGA-OV	DVL1	0	0	0	0	5
ENSG00000170745	TCGA-KIRC	KCNS3	0	0	0	0	5
ENSG00000019186	TCGA-KIRC	CYP24A1	0	0	0	0	5
ENSG00000158480	TCGA-KIRC	SPATA2	0	0	0	0	5
ENSG00000128655	TCGA-OV	PDE11A	0	0	0	0	5
ENSG00000178732	TCGA-KIRC	GP5	0	0	0	0	5
ENSG00000163602	TCGA-KIRC	RYBP	0	0	0	0	5
ENSG00000068784	TCGA-KIRC	SRBD1	0	0	0	0	5
ENSG00000183570	TCGA-KIRC	PCBP3	0	0	0	0	5
ENSG00000135447	TCGA-OV	PPP1R1A	0	0	0	0	5
ENSG00000187714	TCGA-KIRC	SLC18A3	0	0	0	0	5
ENSG00000110080	TCGA-OV	ST3GAL4	0	0	0	0	5
ENSG00000142484	TCGA-CHOL	TM4SF5	0	0	0	0	5
ENSG00000145365	TCGA-GBM	TIFA	0	0	0	0	5
ENSG00000182923	TCGA-GBM	CEP63	0	0	0	0	5
ENSG00000227059	TCGA-KIRC	ANHX	0	0	0	0	5
ENSG00000148444	TCGA-KIRC	COMMD3	0	0	0	0	5
ENSG00000163823	TCGA-OV	CCR1	0	0	0	0	5
ENSG00000143412	TCGA-OV	ANXA9	0	0	0	0	5
ENSG00000172995	TCGA-KIRC	ARPP21	0	0	0	0	5
ENSG00000165934	TCGA-GBM	CPSF2	0	0	0	0	5
ENSG00000157429	TCGA-KIRC	ZNF19	0	0	0	0	5
ENSG00000126870	TCGA-OV	WDR60	0	0	0	0	5
ENSG00000225614	TCGA-OV	ZNF469	0	0	0	0	5
ENSG00000043591	TCGA-STAD	ADRB1	0	0	0	0	5
ENSG00000061337	TCGA-KIRP	LZTS1	0	0	0	0	5
ENSG00000130829	TCGA-STAD	DUSP9	0	0	0	0	5
ENSG00000150764	TCGA-GBM	DIXDC1	0	0	0	0	5
ENSG00000184205	TCGA-STAD	TSPYL2	0	0	0	0	5
ENSG00000105550	TCGA-STAD	FGF21	0	0	0	0	5
ENSG00000148459	TCGA-STAD	PDSS1	0	0	0	0	5
ENSG00000143621	TCGA-OV	ILF2	0	0	0	0	5
ENSG00000204366	TCGA-STAD	ZBTB12	0	0	0	0	5
ENSG00000178997	TCGA-STAD	EXD1	0	0	0	0	5
ENSG00000031003	TCGA-STAD	FAM13B	0	0	0	0	5
ENSG00000125375	TCGA-STAD	ATP5S	0	0	0	0	5
ENSG00000261787	TCGA-STAD	TCF24	0	0	0	0	5
ENSG00000158691	TCGA-GBM	ZSCAN12	0	0	0	0	5
ENSG00000108559	TCGA-GBM	NUP88	0	0	0	0	5
ENSG00000178919	TCGA-GBM	FOXE1	0	0	0	0	5
ENSG00000272636	TCGA-OV	DOC2B	0	0	0	0	5
ENSG00000029993	TCGA-KIRP	HMGB3	0	0	0	0	5
ENSG00000133657	TCGA-KIRP	ATP13A3	0	0	0	0	5
ENSG00000171711	TCGA-LIHC	DEFB4A	0	0	0	0	5
ENSG00000087586	TCGA-LIHC	AURKA	0	0	0	1	5
ENSG00000116299	TCGA-ACC	KIAA1324	0	0	0	0	5
ENSG00000154845	TCGA-ACC	PPP4R1	0	0	0	0	5
ENSG00000153982	TCGA-ACC	GDPD1	0	0	0	0	5
ENSG00000170961	TCGA-BLCA	HAS2	0	0	0	0	5
ENSG00000132465	TCGA-BLCA	IGJ	0	0	0	0	5
ENSG00000136144	TCGA-BLCA	RCBTB1	0	0	0	0	5
ENSG00000116473	TCGA-KIRC	RAP1A	0	0	0	0	5
ENSG00000175538	TCGA-OV	KCNE3	0	0	0	0	5
ENSG00000166856	TCGA-BLCA	GPR182	0	0	0	0	5
ENSG00000100151	TCGA-KIRC	PICK1	0	0	0	0	5
ENSG00000198252	TCGA-OV	STYX	0	0	0	0	5
ENSG00000120160	TCGA-KIRC	EQTN	0	0	0	0	5
ENSG00000141401	TCGA-OV	IMPA2	0	0	0	0	5
ENSG00000146909	TCGA-OV	NOM1	0	0	0	0	5
ENSG00000146192	TCGA-KIRC	FGD2	0	0	0	0	5
ENSG00000069248	TCGA-OV	NUP133	0	0	0	0	5
ENSG00000106077	TCGA-OV	ABHD11	0	0	0	0	5
ENSG00000138835	TCGA-OV	RGS3	0	0	0	0	5
ENSG00000188761	TCGA-OV	BCL2L15	0	0	0	0	5
ENSG00000170364	TCGA-CESC	SETMAR	0	0	0	0	5
ENSG00000137693	TCGA-OV	YAP1	0	0	0	0	5
ENSG00000189320	TCGA-THCA	FAM180A	0	0	0	0	5
ENSG00000169660	TCGA-LGG	HEXDC	0	0	0	0	5
ENSG00000113300	TCGA-SKCM	CNOT6	0	0	0	0	5
ENSG00000105643	TCGA-UCEC	ARRDC2	0	0	0	0	5
ENSG00000187733	TCGA-SKCM	AMY1C	0	0	0	0	5
ENSG00000277858	TCGA-SKCM	H2AB2	0	0	0	0	5
ENSG00000196459	TCGA-THYM	TRAPPC2	0	0	0	0	5
ENSG00000118702	TCGA-THYM	GHRH	0	0	0	0	5
ENSG00000151338	TCGA-OV	MIPOL1	0	0	0	0	5
ENSG00000196368	TCGA-STAD	NUDT11	0	0	0	0	5
